cleaned_text,label_numeric,label,dominant_topic
"Exclusive: Trump says he does not fault son for meeting Russian lawyer WASHINGTON - U.S. President Donald Trump said on Wednesday he did not fault his son Donald Trump Jr. for meeting with a Russian lawyer during the 2016 presidential election campaign and that he was unaware of the meeting until a few days ago. Asked if he knew that his son was meeting with lawyer Natalia Veselnitskaya in June last year, the president told Reuters in a White House interview: “No, that I didn’t know until a couple of days ago when I heard about this.” Trump Jr. eagerly agreed to meet the woman he was told was a Russian government lawyer who might have damaging information about Democratic rival Hillary Clinton as part of Moscow’s official support for his father’s campaign, according to emails the son released on Tuesday. Seated at his Oval Office desk, Trump said he did not fault his son for holding the meeting, writing it off as a decision made in the heat of an upstart, non-traditional campaign. “I think many people would have held that meeting,” Trump said. “It was a 20-minute meeting, I guess, from what I’m hearing,” Trump said. “Many people, and many political pros, said everybody would do that.” The emails were the most concrete evidence that Trump campaign officials might have been willing to accept Russian help to win the Nov. 8 election, a subject that has cast a cloud over Trump’s presidency and prompted investigations by the U.S. Justice Department and Congress. Donald Trump Jr., in an interview with Fox News on Tuesday, said: “In retrospect, I probably would have done things a little differently.” In the White House interview, the president said he directly asked Russian President Vladimir Putin if he was involved in what U.S. intelligence says was Russian meddling in the presidential campaign and that Putin had insisted he was not. Trump said he spent the first 20 or 25 minutes of his more than two-hour meeting with Putin last Friday in Germany on the election meddling subject. “I said, ‘Did you do it?’ And he said, ‘No, I did not. Absolutely not.’ I then asked him a second time in a totally different way. He said absolutely not,” Trump said. Asked if he believed Putin’s denial, Trump paused. “Look. Something happened and we have to find out what it is, because we can’t allow a thing like that to happen to our election process. So something happened and we have to find out what it is,” he said. About Putin, he added: “Somebody did say if he did do it, you wouldn’t have found out about it. Which is a very interesting point.” While U.S. intelligence agencies and even members of Trump’s Cabinet have said Russia meddled in the election, Trump has wavered on the subject, at times suggesting that other actors might have been involved. Trump equivocated on whether he felt he could trust Putin. He said Putin and Chinese President Xi Jinping both look out for their countries’ interests, as he looks out for U.S. interests. “I am not a person who goes around trusting lots of people. But he’s the leader of Russia. It is the second most powerful nuclear power on earth. I am the leader of the United States. I love my country. He loves his country,” Trump said. As in the past, Trump said there was no collusion between his campaign and Russia. “There was zero coordination. It’s the dumbest thing I’ve ever heard,” he said. The Republican president said Democrats had used the accusations to justify Clinton’s loss in November, saying: “The White House is functioning beautifully despite the hoax made up by the Democrats.” Although he and Putin were able to forge a ceasefire agreement in part of Syria, Trump said their interests collided over other issues. He said his U.S. military buildup and drive to increase U.S. energy production were in direct conflict with Putin, whose nation is dependent on energy exports. Their differences made him wonder whether Putin really had supported him last year, as many news reports have suggested. “It’s really the one question I wish I would have asked Putin: Were you actually supporting me?”",1,Real,5
"Factbox: Republican side-deals build support for Senate tax bill WASHINGTON - U.S. Senate Republicans were considering a raft of last-minute changes to their sweeping tax bill on Friday, as they edged toward a final vote that could move Congress to year-end enactment of tax cuts for businesses and individuals. Deals include a higher tax deduction for owners of pass-through businesses and a phase-out of full expensing for business capital investments. To pay for these changes, Republicans say they will no longer repeal the alternative minimum taxes for corporations and individuals and will raise tax rates on the repatriation of corporate profits held overseas. Senate Republicans have yet to unveil a final bill for adoption. But here is an unofficial list of anticipated changes, according to lawmakers and lobbyists. * PASS-THROUGHS: Senators Ron Johnson and Steve Daines announced their support for the tax bill after securing agreement on a bigger tax break for the owners of pass-through enterprises, including small businesses, S-corporations, partnerships and sole-proprietorships. An original 17.4 percent deduction would rise to 23 percent. * FULL EXPENSING: Senator Jeff Flake, who was a holdout over deficit concerns, agreed to vote “yes” after Republican leaders agreed to change a provision allowing the full expensing of business capital investments to sunset after five years. Flake worried that Congress would be unable to eliminate the benefit cold turkey, allowing it to bleed red ink for years to come. But the Arizona Republican says the change would instead phase out full expensing over three years beginning in year six. * RETIREMENT SAVINGS: Senator Susan Collins said she persuaded Republican leaders to retain catch-up contributions to retirement accounts for church, charity, school and public employees. * MEDICAL EXPENSES: Collins also said she was able to include language to reduce the threshold for deducting unreimbursed medical expenses for two years to 7.5 percent of household income from 10 percent. * STATE AND LOCAL PROPERTY TAXES: Collins has proposed an amendment that would retain a federal deduction for up to $10,000 in state and local property taxes. * INDIVIDUAL ALTERNATIVE MINIMUM TAX: Rescinding a proposed repeal of the AMT and instead increase exemption levels and phase-out thresholds is also on the table. * CORPORATE ALTERNATIVE MINIMUM TAX: So is rescinding a proposed repeal of the corporate AMT. * REPATRIATION: Another change could be to increase tax rates on U.S. corporate profits held overseas to 14 percent for liquid assets and 7 percent for illiquid holdings, up from 10 percent and 5 percent, respectively.",1,Real,1
"Trump to make August cost-sharing payments to health insurers WASHINGTON - The Trump administration will make cost-sharing payments to insurance companies under Obamacare for August, a White House spokesman said on Wednesday, but the announcement did little to quell long-term concerns about the insurance market. President Donald Trump, a Republican, has repeatedly threatened to stop the payments, which are made directly to insurance companies to help cover out-of-pocket medical expenses for low-income Americans enrolled in individual healthcare plans under the Affordable Care Act . The payments are estimated to amount to $7 billion in 2017. The Centers for Medicare and Medicaid Services also said on Wednesday that two counties were projected to have no insurer in 2018 selling plans on the individual market created under former Democratic President Barack Obama’s healthcare policy, down from 40 earlier this year. Both announcements could bring some short-term stability to insurance markets, but the long-term outlook is uncertain, said Cynthia Cox, policy researcher and associate director at the nonprofit Kaiser Family Foundation. Over the past several months, Trump and Republicans lawmakers who control both chambers of Congress, regularly pointed to the number of expected so-called bare counties in 2018 to argue for a bill repealing and replacing Obamacare. Insurers are still unsure whether Republicans will again try to repeal or replace the law when they return in September from a recess and whether the Trump administration will permanently make the insurer payments. They also do not know whether the administration will enforce a requirement of the ACA that all Americans buy health insurance or else pay a fine. It is unclear whether the federal government played a role in providing incentives to insurers to offer plans in bare counties, many of which were at risk because Anthem Inc, one of the largest remaining Obamacare insurers, pared back its offerings in several states, said Cox. State officials and insurance commissioners have worked to provide incentives and Centene Corp has filled in many of the gaps. “Health plans have been working hard with insurance commissioners and state leaders to ensure that Americans who buy their own coverage have options that are as affordable as possible,” said Kristine Grow, spokeswoman for insurer lobbying group, America’s Health Insurance Plans. “This is a demonstration of that commitment.” The nonpartisan Congressional Budget Office on Tuesday estimated that health insurance premiums for many customers on the Obamacare individual insurance markets would be 20 percent higher in 2018 if Trump stopped the insurer payments.",1,Real,1
"Trump praises Chinese efforts on North Korea 'menace,' Pyongyang warns of strike WASHINGTON - U.S. President Donald Trump praised Chinese efforts to rein in “the menace of North Korea” on Thursday, after North Korean state media warned the United States of a “super-mighty preemptive strike.” Trump told a news conference “some very unusual moves have been made over the last two or three hours,” and that he was confident Chinese President Xi Jinping would “try very hard” to pressure Beijing’s ally and neighbor North Korea over its nuclear and missile programs. While Trump gave no indication of what the moves might be, U.S. officials told Reuters that the United States was aware of a higher-than-usual level of activity by Chinese bombers, signaling a possible heightened state of readiness. The officials played down concerns and left open a range of possible reasons. * COMMENTARY: The next super weapon could be biological reut.rs/2oVooHc * COMMENTARY: The worrying lessons of the Syria chemical attack reut.rs/2o6r55r Those possibilities included defensive exercises or Chinese concerns over North Korea. None of the officials, who spoke on condition of anonymity, suggested alarm or signaled that they knew the precise reason for such Chinese activity. U.S. officials have been saying for weeks that North Korea could soon stage another nuclear bomb test, something both the United States and China have both warned against. Trump has taken a hard line with North Korean leader Kim Jong Un, who has proceeded with nuclear and missile programs in defiance of U.N. Security Council sanctions. The United States and South Korea are technically still at war with North Korea because their 1950-53 conflict ended in a truce, not a peace treaty. Tensions have risen sharply in recent months after North Korea conducted two nuclear weapons tests last year and carried out a steady stream of ballistic missile tests. Trump, who took office in January, has vowed to prevent North Korea from being able to hit the United States with a nuclear missile. Trump has focused his efforts on North Korea on trying to persuade China to put more pressure on its ally and could view any unusual Chinese military movements as supportive of this. He told a news conference with the visiting prime minister of Italy on Thursday that the United States was “in very good shape” on North Korea and that China’s Xi, whom he met this month for a summit in Florida, was working hard to help. “We don’t know whether or not they’re able to do that, but I have absolute confidence that he will be trying very very hard.” Trump repeated a past comment that he had told Xi in Florida that China would make much better deal on trade with the United States “if you get rid of this menace or do something about this menace of North Korea.” ‘SUPER-MIGHTY PREEMPTIVE STRIKE’ The Rodong Sinmun, the official newspaper of North Korea’s ruling Workers’ Party, struck an aggressive tone earlier on Thursday. “In the case of our super-mighty preemptive strike being launched, it will completely and immediately wipe out not only U.S. imperialists’ invasion forces in South Korea and its surrounding areas but the U.S. mainland and reduce them to ashes,” it said. Reclusive North Korea regularly threatens to destroy Japan, South Korea and the United States and has shown no let-up in its belligerence after a failed missile test on Sunday, which followed a huge display of missiles at a parade in Pyongyang. South Korean news agency Yonhap quoted an unnamed South Korean government source as saying that the U.S. Air Force had dispatched a nuclear sniffer aircraft on Thursday to the east of the Korean Peninsula in anticipation of a possible nuclear test. The U.S. Defense Department does not comment on deployments of the WC-135 Constant Phoenix aircraft used to collect samples from the atmosphere to detect and analyze nuclear explosions. The U.N. Security Council on Thursday condemned North Korea’s latest failed missile test and demanded it not conduct any more nuclear tests. South Korea’s acting president, Hwang Kyo-ahn, at a meeting with top officials on Thursday, repeatedly called for the military and security ministries to maintain vigilance. The South Korean defense ministry said U.S. and South Korean air forces were conducting an annual training exercise, codenamed Max Thunder, until April 28. North Korea routinely labels such exercises preparations for invasion. “We are conducting a practical and more intensive exercise than ever,” South Korean pilot Colonel Lee Bum-chul told reporters. “Through this exercise, I am sure we can deter war and remove our enemy’s intention to provoke us.” William Perry, who served as U.S. defense secretary from 1994 to 1997 and negotiated with North Korea, said he did not believe Pyongyang was planning a surprise attack, despite the fiery rhetoric. But he warned: “They are doing a lot of bluster and a lot of threats, and they might misplay that hand and blunder into a war.” GRAPHIC: Carl Vinson strike group - tmsnrt.rs/2p1yGTQ GRAPHIC: North Korea's nuclear program - tmsnrt.rs/2lE5yjF",1,Real,4
"WATCH: Justin Trudeau Has The PERFECT Response To Trump’s Idiotic Tweets Canadian Prime Minister Justin Trudeau participated in a forum on Thursday, which was hosted by the New York Times, to discuss current relations between Canada and the United States. Trudeau was as suave as ever for the most part and tried hard to play down the fact that Donald Trump is a raving f*cking lunatic. However, when the conversation turned to Trump s tweets, he accidentally pointed out what an irresponsible child the current President actually is.Trudeau was asked if he has his phone set to notify him when Trump sends out a tweet, like many of us do. Without even trying, the Prime Minister s response made Trump look like a damn fool. There s no question that the way the President chooses to speak directly to people through social media is a new wrinkle in international diplomacy, Trudeau replied. He explained that deciphering how serious to take any given tweet of Trump s is important so that Canada can respond without reacting to a similar level. The interviewers continued to press Trudeau on the matter, asking him if he is in bed, like the rest of us, looking at Twitter at night? And that is when it came. He made Trump look like an absolute moron simply by doing his job and not being a Twitter-obsessed narcissist. No, I tend to focus on the things I need to do, on my job, Trudeau said, causing the audience to burst into laughter. Realizing that he had just unintentionally wiped the floor with Trump, he added, If I get woken up at night, it better be for something more important than a tweet. This just caused the crowd to laugh even harder. By anyone! he said as an afterthought, but the everyone in the room was still howling with laughter.You can watch a video of this exchange below and you can watch Trudeau s entire interview here:Featured image via Win McNamee/Getty Images",0,Fake,5
"China's Xi says he hopes U.S. handles Taiwan issue appropriately BEIJING - China hopes the United States can handle the Taiwan issue appropriately, in accordance with the “one China” principle, President Xi Jinping told U.S. President Donald Trump on Monday, state media said. “Negative factors” have affected Sino-U.S. relations, and China has already expressed its position to the United States, Xi told Trump, according to a read-out of a telephone call between the leaders carried by state television. The two also discussed the “peace and stability of the Korean peninsula”, the report added, without elaborating.",1,Real,4
"States' Medicaid spending to increase under Senate bill: report NEW YORK - The now-delayed U.S. Senate healthcare overhaul bill would boost state spending on Medicaid by $565 million in 2022, according to an independent report issued on Wednesday, while credit agencies said it would cause states to face downward pressure on their credit ratings. Senate Republican leaders on Tuesday postponed the vote on the bill, which they hoped would take place before their July 4 recess. According to credit rating agencies Moody’s Investors Service and Fitch Ratings, the legislation would negatively impact states because of changes to the core funding of Medicaid and the phasing out of the Medicaid expansion plan. The Urban Institute, a Washington, D.C.-based think tank, issued a report on Wednesday estimating state Medicaid spending would increase by $565 million in 2022 under the proposed legislation. It also estimated federal funding for Medicaid, which funds medical care for the poor and indigent, would be $102.2 billion lower in that year. The National Governor’s Association, which on Monday advocated for more time to review the financial impact of the bill, welcomed the delay. Members of the Senate Republicans’ own party resisted the measure, which the non-partisan Congressional Budget Office said would cause 22 million Americans to lose insurance over the next decade and reduce federal outlays for Medicaid by $772 billion over that time. Moody’s senior analyst Genevieve Nolan told Reuters the legislation in its current form would be a credit negative for states, mainly because of reduced federal funding for Medicaid. “Obviously this bill is ACA repeal and replace, but even more than that, it’s Medicaid repeal and replace. Medicaid is a more than 50-year-old program, a partnership between states and the federal government, and both the Senate bill and the House bill propose really fundamental restructuring of how that program is funded,” Eric Kim, Fitch’s director of U.S. Public finance, told Reuters. A mix of Republican and Democratic governors criticized or strongly opposed the bill, including Connecticut Governor Dannel Malloy, Colorado Governor John Hickenlooper and Ohio Governor John Kasich. Connecticut’s Office of Policy and Management said in a report on Tuesday the bill could cost the state about $2.9 billion per year by 2026. The report also said the cap to federal payments would “force” states, including Connecticut, to assume costs, limit benefits, decrease the number of people served or reduce rates to providers. In Virginia, the bill would cost the state’s Medicaid program at least $1.4 billion over seven years, according to Governor Terry McAuliffe’s office. It would “blow a hole in Virginia’s budget,” McAuliffe said in a statement.",1,Real,1
"Senators concerned Icahn is influencing regulators on AIG WASHINGTON - Two prominent U.S. Democratic senators are raising questions about President Donald Trump’s special adviser, Carl Icahn, asking in a letter on Thursday if the activist investor is attempting to persuade the government to lift its “too big to fail” tag from insurer American International Group. On Friday, the Financial Stability Oversight Council, comprising the chiefs of U.S. financial regulatory agencies, will discuss AIG’s designation as a “systemically important financial institution,” commonly known as one that is “too big to fail.” In an agenda for the meeting, the council did not say which institution it will discuss. However, there are only two non-banks designated as so large and interconnected that they would ruin the financial system if they failed - AIG and Prudential Insurance . The labels trigger stricter oversight and greater capital requirements. Trump has ordered a review of the designation process, currently at the heart of a lawsuit involving MetLife Inc. , which many expect will lead his administration to rescind the current designations to try to lighten regulation it considers burdensome. In a letter to U.S. Treasury Secretary Steve Mnuchin, Senators Elizabeth Warren and Sheldon Whitehouse said Icahn has retained “his massive business interests” while advising Trump on regulation, including his sizable investment in AIG . AIG company received a $182 billion taxpayer bailout during the 2007-09 financial crisis, which prompted Congress to call for the designations of non-banks in the Dodd-Frank Wall Street reform law as systemically important. Icahn owned a 4.95 percent stake in AIG as of March 31. Concerned about compliance costs, Icahn had publicly pressed AIG to shrink, and tried to convince the FSOC that AIG no longer qualified for the label. Recently though, after AIG sold some assets and appointed a new chief executive, Icahn has not pushed the issue further. Senators Warren and Whitehouse also noted Icahn met with one current FSOC member, Securities and Exchange Commission Chair Jay Clayton, after Clayton was nominated for the position. “Given Mr. Icahn’s recent modification of his position on the breakup of AIG, and his past interactions with administration officials, we write to seek assurances that Mr. Icahn has not provided input on or received information on the pending FSOC decision on AIG’s SIFI status,” they said. The two senators asked about any FSOC measures to ensure individuals with an interest in its decisions do not inappropriately influence its members. They also asked if any members are subject to recusal on AIG because of interactions with Icahn, and about any staff-level conversations regarding Icahn’s investments. AIG declined to comment, and the White House and Treasury did not respond to requests for comment.",1,Real,8
"PREDICTION: White House Lies Will Force Deputy Attorney General Rosenstein To Quit The first reason the White House gave for President Donald Trump s firing of former FBI Director James Comey was that the president had received a recommendation from Deputy Attorney General Rod Rosenstein. This excuse was bolstered by the memo Rosentein had given that was critical of Comey, though it did not explicitly call for the president to fire Comey.For his part, Rosenstein was not happy that the actions Trump took around Comey were blamed on that memo. Rosenstein has already demanded the White House correct the record about this. As a consequence, Trump himself told Lester Holt that the decision to fire Comey was all his. By all accounts, Rosenstein is a man of integrity. According to the Wall Street Journal, Mr. Rosenstein left the impression that he couldn t work in an environment where facts weren t accurately reported The deputy attorney general objected to statements by White House aides citing Mr. Rosenstein s critical assessment of Mr.Comey s job performance to justify the firing. If that is true, there is no way Rosenstein is going to have a long tenure in the Trump Department of Justice. Not only does this administration have a hard time telling the truth, they have hard time knowing what the truth is. This week alone, they claimed Rosenstein convinced the president that Comey should be fired, that Trump wanted Comey gone because of how badly he treated Hillary Clinton and that Comey told Trump that he wasn t under investigation. The only one of these three statements that even has a chance of being credible is the first, and it has been shot down.This all comes after months and months of lies and misstatements. The New York Times put together a list of all of the Tweets Trump has put out since he entered the White House. The number of lies that he has told just through that medium is staggering.Rosenstein has a serious decision to make. How seriously does he want to be taken? How much of his reputation is he willing to sacrifice? The chances seem good that he will have to bring on a special prosecutor to look into the Russia/Trump campaign link. That is one way to salvage his reputation. That may lead to his firing. Whether he quits or is fired, his days in this administration are numbered.Featured image via Chip Somodevilla/Getty Images.",0,Fake,8
"U.S. appeals injunction of Trump revised travel order SAN FRANCISCO - The U.S. Justice Department on Thursday appealed a ruling by a federal judge in Hawaii extending a suspension of President Donald Trump’s revised restrictions on travel from some Muslim-majority countries. The appeal will be considered by the 9th U.S. Circuit Court of Appeals in San Francisco, which last month upheld a suspension of Trump’s first travel order. Trump signed the revised ban earlier this month in a bid to overcome legal problems with a January executive order that caused chaos at airports and sparked mass protests before a Washington judge stopped its enforcement in February. Trump has said the travel ban is needed for national security. U.S. District Judge Derrick Watson on Wednesday turned an earlier temporary restraining order into a preliminary injunction in a lawsuit brought by the state of Hawaii. The case challenged Trump’s travel directive as unconstitutional religious discrimination. Hawaii and other opponents of the ban claim it is based on Trump’s election campaign promise of “a total and complete shutdown of Muslims entering the United States.” “The court will not crawl into a corner, pull the shutters closed, and pretend it has not seen what it has,” Watson wrote on Wednesday. The Justice Department on Thursday also asked a Seattle federal judge to suspend separate litigation filed by Washington state against Trump’s travel restrictions until after the 9th Circuit rules on the Hawaii appeal. In addition, the Justice Department earlier this month appealed a ruling from a Maryland judge against Trump’s revised executive order. That case will be heard by the 4th U.S. Circuit Court of Appeals in Virginia.",1,Real,7
"U.S. House committee approves bill to increase scrutiny of Fed WASHINGTON - A Republican-controlled committee of lawmakers approved a bill on Tuesday to allow a congressional audit of Federal Reserve monetary policy, a proposal Fed policymakers have opposed and which faces an uncertain path to final approval. Democrats uniformly spoke against the proposal during a meeting of the House of Representatives Committee on Oversight and Government Reform, suggesting the bill would face stronger resistance than in the past. “We should not in any way hinder their independence,” said Representative Carolyn Maloney, a New York Democrat, echoing the sentiment of Fed policymakers who say they could come under political pressure to avoid making unpopular decisions such as raising interest rates to slow growth and control inflation. The next step for the bill would be a floor vote by the entire House, where Republicans hold a solid majority. Republican President Donald Trump expressed support for audits of the U.S. central bank during his election campaign, but it remained unclear whether the White House would back the proposal. Republicans proposed numerous bills during the Obama administration to open the Fed up to deeper scrutiny, arguing the added transparency would ensure the Fed was accountable and free of outside influence. Currently, the Fed publishes detailed audits of its finances but it keeps the inner workings of its monetary policy deliberations secret, publishing transcripts of policy meetings only with a five-year lag. The proposal approved on Tuesday would “put an end to that reign of secrecy,” said Representative Thomas Massie, the Kentucky Republican who submitted the bill. The House has already passed versions of the bill twice, with dozens of Democrats joining nearly unanimous Republican support in 2012 and 2014. Those versions of the legislation died in the Senate. Republicans control both houses of Congress but only have a narrow majority in the Senate. Representative Stephen Lynch of Massachusetts was among Democrats who voted in favor of similar legislation in 2012 and 2014 but came out against the current proposal, saying it could lead to political interference at the Fed. Lynch said he hoped a compromise could be found that increased transparency at the Fed, such as by requiring it to publish transcripts of policy meetings two years after they take place.",1,Real,4
"Trump Threatens To ‘Change Libel Laws’ To Sue People Who Criticize Him In Twitter Meltdown Here s another hole in the leaky ship that is the argument Trump shouldn t be taken literally when he makes threats. Trump has circled back to his campaign promise to make changes to libel laws that would allow him to go after journalists and news organizations which publish things he doesn t like. He held out for less than three months.Trump s rediscovered love of censorship comes on the heels of several straight days of Trump freaking out about the New York Times reporting on his various scandals. And it s probably no coincidence that Trump is reconsidering press freedom right as his approval rating hits historic lows .In a culmination of Trump s rant against the New York Times, he called for a change in libel laws and used an article written by the New York Post a right-leaning daily owned by Rupert Murdoch to pretend his troubles are due to the liberal media and not his own incompetence.The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? Donald J. Trump March 30, 2017The article shows how thoroughly unserious it is just three sentences in when it repeats the lie that the New York Times apologized to readers for being so biased against Trump. The paper did no such thing. The only other person who routinely suggests that it did is none other than Trump himself. The relationship between the New York Post and Donald Trump is an orange-painted echo chamber.Trump s belief that he can pass libel laws to restrict what the press says about him is terrifying, but not original. He made similar remarks during the campaign. Here s Trump channeling a dictator in February 2016: One of the things I m going to do if I win, and I hope we do and we re certainly leading. I m going to open up our libel laws so when they write purposely negative and horrible and false articles, we can sue them and win lots of money. We re going to open up those libel laws. So when The New York Times writes a hit piece which is a total disgrace or when The Washington Post, which is there for other reasons, writes a hit piece, we can sue them and win money instead of having no chance of winning because they re totally protected. As the old adage goes, he told us who he was, we should have believed him.Featured image via Mark Wilson/Getty Images",0,Fake,5
"Donald Trump Tried To Manipulate Stock Market Against One American Company; It Worked For A Few Hours Donald Trump hates Jeff Bezos, the CEO of Amazon, the world s number one online retailer. Trump doesn t hate Bezos because he received a package late or even because Amazon is responsible for a lot of brick and mortar stores closing down. Trump hates Bezos because the Amazon boss also owns the Washington Post, a newspaper that has been relentlessly following the Trump/Russia story.On Wednesday, Trump lashed out at Bezos via Twitter, causing Amazon stocks to significantly dip, before rebounding.Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt many jobs being lost! Donald J. Trump August 16, 2017This tantrum caused Amazon s stocks to lose 1.2 percent of their value before going back up and then back down a far more modest .4 percent.Don t let Trump s sudden concern for small businesses fool you. It s all about revenge for the Washington Post. In the past, Trump has wrongfully accused Amazon of not paying taxes, which is rich from the White House occupant who refuses to show his tax returns.Trump has also accused Bezos of using the Washington Post as a tax shelter, despite the fact that the Washington Post is completely separate from Amazon.This is far from the first time Trump has lashed out as companies whose CEOs have someone offended the thin-skinned dictator.He went after Lockheed Martin, whose stock quickly tumbled:Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet! Donald J. Trump December 22, 2016On Monday, he attacked Merck Pharmaceutical because their CEO, Ken Frazier, dared resign from Trump s manufacturing council after Trump s offensive reactions to the racists who held a violent march in Charlottesville, VA.Now that Ken Frazier of Merck Pharma has resigned from President s Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES! Donald J. Trump August 14, 2017While this might not be technically illegal, manipulating the stock market via the bully pulpit is highly unethical. It s coercion. It s anti-free market. Trump s Twitter account needs to be shut down. Now.The upside, though, is that when Trump tweeted complaining about Boeing before he took office, its stock took a major dive. By contrast, his recent tweets have had a much, much more modest effect. In other words, very few people are taking the Blusterer in Chief seriously.Featured image via Drew Angerer/Getty Images",0,Fake,5
"WATCH: Christian Right Founder Condemns Them For Supporting Nazis And Sexual Misconduct The religious right movement is not the same movement anymore.And Frank Schaeffer would know. After all, he helped his father create it.The movement originally began as an anti-abortion organization specifically designed to bring angry Christians to the voting booth. But has since become something even more insidious.In recent years, conservative Christians have become one giant hate group that supports Nazism and rape while working to strip women, minorities and gay people of their constitutional rights.During an appearance on AM Joy on Saturday, Schaeffer roundly condemned the Christian Right and the Republican Party in a smack down of Biblical proportion taking particular aim at Roy Moore and Donald Trump, whom conservatives are supporting despite several sexual abuse and assault allegations against them and Trump s own refusal to condemn Nazis. Back in the day when my dad and me were going around the country establishing the religious right based on our anti-abortion stand, one I ve moved a long way from since, the whole idea was bringing America back to some moral stand, Schaeffer began. Think about the Republican Party now, Schaeffer continued. Throw some words out that are associated with them: mass shootings, Milo, Trump, Moore, Bannon, rape, child molesting, neo-Nazis, white supremacy. What the hell is going on with the Republican Party? I m not shocked by Donald Trump, he s an ass. I m not shocked by Roy Moore. he s a loud mouth, a gun-toting fool. What I m shocked by is the complicity. We are in a political climate that s built on one lie after another. I just want to say for the record, by the way, I believe a woman who stands up, which is very difficult to do and comes forward with a story like that. She was a Trump voter. She s a Republican. I believe her. I just want to say that as a father and grandfather and someone that respects women that I believe her. Here s the video via YouTube.Conservative Christians and Republicans should pay attention to what Schaeffer says. Clearly, the movement he helped create has turned into a monster that is far removed from the teachings of Jesus and the Bible. That is evidenced by the fact that conservatives are perverting the Bible to defend Moore s predatory behavior.It s time for the American people to wake up and put an end to the Christian Right. They have never represented the values of the American people and they work every day to undermine our nation in an effort to turn it into their perverted and hateful version of a Christian utopia. Their insanity must be stopped.Featured Image: Screenshot",0,Fake,5
"Kellyanne Conway: Meryl Streep Incited ‘People’s Worst Instincts’ By Calling Out Trump On Sunday night, actress Meryl Streep called out president-elect Donald Trump s behavior without even mentioning his name. That was too much for Trump supporters to handle and Kellyanne Conway, the president-elect s mouthpiece, was not happy about it. In response to Ms. Streep s impassioned speech at the Golden Globe awards, Conway said that instead, the actress should have called for unity behind the president-elect. That s sort of the opposite of what Trump is doing right now on Twitter while bashing Meryl Streep because of his fragile ego. We have to now form a government, and I m concerned that somebody with a platform like Meryl Streep is also, I think, inciting people s worst instincts, Conway said. When she won t get up there and say, I don t like it, but let s try to support him and see where we can find some common ground with him, which [Trump] has actually done from moment one. I m concerned that somebody with a platform like Meryl Streep s is inciting people s worst instincts pic.twitter.com/QjITaedKnV FOX & friends January 9, 2017Conway then brought up the widely condemned and appalling attack on a terrified white man by four African-Americans who shouted anti-Trump rhetoric. The four attackers are in custody and will face hate crime charges.The president-elect has verbally bashed Mexicans, Muslims, women, black people, journalists, and now he s attacking an actress on Twitter. Still yet, Conway said that Streep should have used her platform to give a shout out to the mentally challenged young man who was I didn t hear #MerylStreep use her platform to give a shoutout to the mentally challenged boy who was tortured live on FB. pic.twitter.com/hswzMWOPuF Fox News January 9, 2017Conway added that instead of Streep expressing her views, the actress should have stood up and said, I didn t like the election results but he s our president and we re going to support him. Conway will see America s support for the incoming man-baby demagogue on January 21st, the day that protests break out in various cities. What Trump is doing should never be normalized.Image via screen capture.",0,Fake,5
"Chicago Cubs Snub Trump, Will Visit White House Before Obama Leaves To Celebrate World Series Victory It s not unprecedented but it s a clear f*ck you aimed at Donald Trump.In November, the Chicago Cubs broke a 108-year drought to finally win the World Series again. They defied the odds, and unlike Trump, they didn t need help from Russia to secure a victory.President Obama, who hails from Chicago, congratulated the Cubs and invited them to the White House to be honored for their historic achievement.It happened: @Cubs win World Series. That s change even this South Sider can believe in. Want to come to the White House before I leave? President Obama November 3, 2016Obama also called team manager Joe Madden to extend the invitation personally.Usually, World Series champions flock to the White House for recognition in April, which would mean the team would have to deal with Donald Trump, who would likely politicize the event in an effort to tie it to his electoral win. Hillary Clinton is also a fan of the Cubs so Trump could easily use the event to take shots at her as well.To save the country from such embarrassment and to avoid shaking Trump s tiny hands, the Cubs have decided that it is more convenient for them to travel to the White House on Monday while President Obama is still in office.As Mediaite points out, teams have visited the White House early in previous years so this would normally not be a big deal. But this is not a normal time because if the Cubs wait until April they would have to stand and be honored by a bigot who constantly hurls petty insults at people and thinks everything is about himself.Trump will likely feel slighted by the Cubs and will launch an attack against them on Twitter any time now. But doing so will only confirm that the Cubs made the right decision.Featured Image: Wikimedia",0,Fake,5
