cleaned_text,label_numeric,label
"Trump extols corporate profits while seeking corporate tax cut WASHINGTON - U.S. President Donald Trump sent a Twitter message bragging about corporate America’s high profits under his presidency on Tuesday, prompting critics to say he was undercutting Republican arguments in favor of a tax cut for corporations. As Republicans in Washington try to refocus on taxes after the collapse of their failed drive to repeal Obamacare, Trump sent a morning tweet that said: “Corporations have NEVER made as much money as they are making now.” Corporate lobbyists and Republicans consistently argue that a cut in the corporate income tax is needed to help corporations be more competitive. But highlighting corporate profits could diminish that argument. “This is a weird way to launch their proposal to cut corporate taxes,” Democratic Senator Brian Schatz said in a tweet of his own responding to Trump. The largest U.S. public companies have seen profits accelerate in 2017, with quarterly earnings rising at a double-digit pace compared with a year ago, according to Thomson Reuters data. Full-year earnings are expected to be up 11.5 percent, which would be the strongest growth since 2011. More than six months into his presidency, Trump still sends out tweets that catch aides and allies off guard and sometimes clash with Republicans’ messaging on their policy agenda. The Trump tweet “takes the edge of urgency off the plea to reduce the burden on corporations,” said William Galston, a senior fellow at the Brookings Institution think tank. Trump later took credit for surging U.S. stock prices that pushed the Dow Jones Industrial Average to a new record high on Tuesday. But the broader market saw a bigger rally under former President Barack Obama. The benchmark S&P 500 Index has gained 9.4 percent since Trump took office on Jan. 20, lagging a 16.2 percent S&P gain during Obama’s first months in office. Senate Republican leader Mitch McConnell said on Tuesday that Congress would take up tax reform after the U.S. Labor Day holiday on Sept. 4, beginning in the House of Representatives. A White House timeline envisions a House vote on tax legislation in October and Senate vote in November. But there is little consensus on the issue. The White House insists on cutting the corporate rate to 15 percent, while House Republicans favor 20 percent. A top Senate Republican this week said lawmakers would be lucky to get it down to 25 percent. On Tuesday, Senate Democrats offered to work with Republicans on a bipartisan tax package, but only if it does not cut taxes for the wealthy, add to the federal deficit or allow Republicans to enact legislation on their own. But McConnell rejected the offer from 45 lawmakers led by Senate Democratic leader Chuck Schumer. “Most of the principles that would get the country growing again, they’re not interested in addressing,” the Kentucky Republican told reporters. McConnell said he hoped Republican legislation might win support from three Senate Democrats who face reelection next year in Republican states and did not join the offer from other Democrats.",1,Real
"Ryan tries to tamp down Comey memo furor, says has confidence in Trump WASHINGTON - U.S. House of Representatives Speaker Paul Ryan tried to tamp down the furor on Wednesday over reports that President Donald Trump asked former FBI Director James Comey to quash part of his Russia investigation, saying “we need the facts” and adding he has confidence in the president. “I’m sure we’re going to want to hear from Mr. Comey if this happens as he allegedly describes; why didn’t he take action at the time? So there are a lot of unanswered questions,” Ryan told reporters. “What I told our members is: now is the time to gather all the pertinent information.” Asked if he had confidence in Trump, Ryan said, “I do.”",1,Real
"Senate Republicans weigh tax cuts, deficit expansion WASHINGTON - U.S. Senate Republicans have reached a tentative budget deal that could allow tax reform legislation to eliminate as much as $1.5 trillion in revenues over 10 years through tax cuts, raising the odds that their planned tax overhaul would expand the federal deficit. Two members of the Senate Budget Committee, Republicans Pat Toomey and Bob Corker, announced the formal agreement late on Tuesday, but their joint news release did not provide dollar figures for revenue reduction or tax cuts. The prospective tax cuts are part of closed-door talks among 12 Senate Budget Committee Republicans who are drafting a fiscal 2018 budget measure needed to help the 100-member Senate pass a tax overhaul with as few as 51 Republicans votes and prevent Democrats from blocking the legislation. The U.S. economy is in a steady expansion and stock markets are rising. But the tax cuts being weighed by congressional Republicans, with encouragement from President Donald Trump, are on a scale normally reserved for times of economic hardship and intended to drive annual economic growth above 3 percent. Trump campaigned last year on a promise of comprehensive tax reform. But Republicans have made little tangible progress toward that ambitious goal so far. Toomey told reporters he is confident that Republicans will agree to a budget resolution that foresees a deficit in the first decade. He said, however, that talks have not settled definitively on $1.5 trillion. “I’d like to see a bigger number,” said Toomey, who argues that tax cuts would increase economic growth. In their joint news release, Toomey and Corker said they agreed on a budget resolution that would use a standard analysis of the impact of the tax cuts on the deficit. Some Republicans like Toomey have pushed for a “dynamic” model, which tends to assume an increased economic stimulus effect from tax cuts, resulting in smaller projected increases to the deficit. Senator John Thune, a member of the Senate Republican leadership team, said he expected the agreement to provide maximum flexibility to craft a tax overhaul capable of driving economic growth and ultimately raising worker wages. But looming in the background is Washington’s steady flow of red ink that adds every year to the $20 trillion national debt, a target of outrage not long ago for Republican “fiscal hawks.” In recent weeks, some fiscal hawks have expressed a willingness to consider deficit financing for tax reform but many at levels well below $500 billion. Toomey’s comments suggest Senate Republicans may be looking to deficit spending as a way to cut taxes on businesses and individuals while avoiding hard decisions that would be needed to raise taxes elsewhere or eliminate popular tax breaks. If adopted by Congress in a budget resolution, the $1.5 trillion figure would set a ceiling on how much revenue tax reform could eliminate over 10 years. Analysts and Democrats have warned that higher deficits resulting from tax cuts would eventually overwhelm economic growth at a time when U.S. interest rates are set to rise. Senate Finance Committee Chairman Orrin Hatch, whose panel would use the budget figure in crafting a tax reform bill, told reporters he was not sure that revenue losses of $1.5 trillion were needed for tax reform. Senator Ron Wyden, the Senate Finance Committee’s top Democrat, dismissed the development as a distraction from the more important question of how Republican tax reform would ultimately benefit the wealthy. “It looks to me like yet another trial balloon,” Wyden said. Republicans have been unable to agree on how to pay for tax cuts and other proposed tax changes, aside from arguing that some lost revenue would be clawed back from the buoyant economic growth they believe tax reform will deliver. “There’s no way you’re going to be able to do tax cuts that pay for themselves,” said Louisiana Senator John Kennedy, another budget committee Republican. “But I think most people would concede that cutting taxes does stimulate the economy.”",1,Real
"Trump appoints Chatterjee to chair energy commission WASHINGTON - The White House said on Thursday that President Donald Trump had appointed Neil Chatterjee as chair of the Federal Energy Regulatory Commission. Last week the Senate confirmed Chatterjee and Robert Powelson as members of the FERC, restoring a quorum to the agency. Chatterjee had previously been an energy policy advisor to U.S. Senate Majority Leader Mitch McConnell, a Republican.",1,Real
"Highlights: The Trump presidency on April 28 at 8:45 P.M. EDT/0045 GMT April 29 - Highlights for U.S. President Donald Trump’s administration on Friday: The Trump administration could respond to North Korea’s latest failed missile test by speeding plans for new U.S. sanctions against Pyongyang, including possible measures against specific North Korean and Chinese entities, a U.S. official says. Secretary of State Rex Tillerson warns failure to curb North Korea’s nuclear and missile development could lead to “catastrophic consequences” while China and Russia rebuke Washington for its threat of force. Trump signs a bill approved by the Republican-led Congress to avert a U.S. government shutdown and give lawmakers another week to work out federal spending through Sept. 30, with tricky issues like defense spending still unresolved. Trump pledges to uphold Americans’ right to possess guns in a speech that he uses to revisit some 2016 election campaign themes from his vow to build a border wall to dismissing Democratic Senator Elizabeth Warren as “Pocahontas.” Trump tells Reuters he will either renegotiate or terminate what he calls a “horrible” free trade deal with South Korea and says Seoul should pay for a U.S. anti-missile system he prices at $1 billion. A 5-year-old U.S.-South Korean trade deal could be improved to increase access for American vehicles and deter currency manipulation but changes will not necessarily shrink the U.S. trade deficit with the Asian export powerhouse. OBAMA-ERA REGULATIONS Lawmakers, lobbyists and interest groups are making a final push in their fight over regulations enacted during former President Barack Obama’s last months in office, with the financial services industry working hard to kill a rule on retirement plans run by states. Trump signs an executive order to extend offshore oil and gas drilling to areas that have been off limits — a move meant to boost domestic production but that could fall flat due to weak industry demand for the acreage. A U.S. appeals court grants a Trump administration request to put on hold a legal challenge by industry and a group of states to Obama administration regulations aimed at curbing greenhouse emissions mainly from coal-fired power plants, rules Trump is moving to undo. In an unexpected triumph for privacy advocates, the U.S. National Security Agency says it has stopped a form of surveillance that allowed warrant-less collection of the digital communications of Americans who mentioned a foreign intelligence target in their messages.",1,Real
"As U.S. weighs Afghan strategy, hopes set on fledgling Air Force KABUL - As the U.S. administration prepares its new strategy for Afghanistan, the Kabul government and its Western allies are working hard to develop an air force that gives government forces the advantage in their war against Taliban militants. The level of equipment, training and assets falls far short of matching the air assets the Americans still maintain in Afghanistan, but billions of dollars are earmarked for the force which is being built up almost from scratch. “That is what will provide the asymmetric advantage to break the stalemate on the ground,” Brigadier-General Phillip Stewart, commander of TAAC-Air, the Resolute Support mission advising the air force, told Reuters. A four-year, $7 billion expansion plan is aimed at training more flight and maintenance crews and increasing the number of aircraft in the Afghan Air Force . “In 2014, remember, we had the best air force in the world and the coalition pulled out and we realized we hadn’t grown the Afghan Air Force,” Stewart said. U.S. officers say the aim is to build a counter-insurgency force able to support troops fighting in remote and forbidding terrain with air strikes, supplies and intelligence. The air force is already conducting some air strikes using Brazilian-designed A-29 Super Tucano light attack aircraft and specially adapted MD-530 scout helicopters and it is building capacity in other areas. Last month, an Afghan air crew parachuted around 400 kg of supplies to an isolated border police outpost, the first time the AAF had conducted an aerial supply drop. “We can do casualty evacuations, we can take cargo, we can take ammunition, we can transport vehicles to different places where they can’t go by road,” said Major Khail Shinwari, an Afghan C-130 Hercules pilot. The AAF has about 120 aircraft in service, ranging from small propeller Cessna 208s to old Soviet-era helicopters, as well as the A-29s, MD-530s and its four veteran C-130 Hercules transporters. In coming years, the old Russian Mi-17s helicopters, which are increasingly difficult to maintain, will be replaced by American UH-60 Black Hawks. The AAF says it is flying up to 140 sorties a day, carrying supplies and providing close air support to troops fighting the Afghan Taliban and Islamic State. But whether it can be built up quickly enough to turn the tide against the stubborn Taliban insurgency is unclear. All the air power of the NATO-led coalition was not enough to defeat the militants and the AAF is nowhere near being able operate alone. U.S. drones, F-16s and Apache attack helicopters are still heavily engaged in areas like Helmand, where U.S. aircraft conducted at least 52 air strikes in the space of five days last week in support of Afghan forces. For the moment, the Afghan A-29s are still using unguided bombs rather than the guided weapons used by the Americans, and the MD-530 helicopters, which came into service in 2015, fire machine guns and rockets attached to their landing gear. “It’s close air support but not as anyone who grew up in the U.S. Air Force would understand it,” Stewart said. “It’s not precision, it’s .50 cal and rockets but they get close to their work and they’re very good.” U.S. trainers say Afghan pilots and crews are being trained to a standard comparable with their American counterparts. But the length of time it takes to train crews - up to four years for pilots and as much as seven years for specialized mechanics - means it will be years before the air force can operate fully independently. For the moment, the emphasis is on building a force suitable for Afghanistan, which means using less complicated equipment such as the C-208s or MD-350 helicopters “at the expense of maybe getting some bigger, sexier platform,” Stewart said. The aim is to increase the effectiveness of the security forces, which advisers hope to get to a point where the Taliban are forced to negotiate a political settlement. As the AAF has grown, however, it has faced increasing pressure from army units to step up operations. Advisers say one of the main risks it faces is overstretch. “They just don’t have the airplanes and sometimes the ground forces will become frustrated because they want more,” Stewart said.",1,Real
"WATCH: ‘The View’ TRASHES Trump For Barring American Press From Covering Meeting With Russian Officials Donald Trump s decision to choose Russian state media over American journalists has drawn the ire of the ladies on The View. On Wednesday, just one day after firing FBI Director James Comey as the agency continues to investigate his Russia scandal, Trump took a meeting with Russian ambassador Sergey Kislyak. Kislyak is the Russian official whom Michael Flynn spoke to during the transition, an action that raised further concerns about Trump s ties to Russia and Vladimir Putin.And raised even more concerns by letting Russian state media attend the meeting complete with all of their equipment, while banning the free press in the United States from attending.The decision especially concerns former CIA deputy director David Cohen.After Vice-President Joe Biden s former national security adviser posed a deadly serious question about whether it was smart of Trump to allow Russian state media and their equipment in the Oval Office, Cohen No, it was not. David S. Cohen May 10, 2017Kahl went to explain that he wasn t even allowed to bring his phone into the Oval Office, nor was he allowed to let foreign delegations bring cameras in that room. But Trump let Putin s propaganda machine do it.This infuriated Joy Behar so much that she ripped Trump a new one on Thursday, calling his actions treasonous and un-American. He s speaking to the Russian foreign minister and ambassador Kislyak who s the one who Michael Flynn got fired for talking to, Behar said. And in the room, here s Trump talking to the Russians and the Russian press is there covering, and guess who s missing from the room? The American press. They were barred from the room. This is treason to me. This is un-American, it s unpatriotic. Americans should be furious. Here s the video via YouTube:Indeed, Americans should also be worried. Trump may have just compromised national security by letting Putin s propaganda network inside the Oval Office. The threat of listening devices and cameras being covertly placed inside the Oval Office is a very real threat. This is where the president often meets with foreign officials, staffers, members of Congress, and military leaders.Inviting a Russian state media crew into the Oval Office is irresponsible. Trump s refusal to let American media cover the meeting is flagrantly outrageous because Trump chose Putin s propaganda machine over the American free press. It s suspicious and makes one wonder what Trump wanted to hide from the American people.Featured Image: Screenshot",0,Fake
"No talk of ousting U.S. House Speaker Ryan, says key conservative WASHINGTON - U.S. Representative Jim Jordan, a leading House conservative, said on Sunday that fellow conservatives are not discussing replacing Speaker Paul Ryan despite unhappiness with the way Republican leaders handled last week’s debt ceiling increase that included no fiscal reforms. Many Republicans are unhappy with the deal President Donald Trump reached last week with Democratic leaders to raise the government’s debt ceiling and allow it to continue financing federal spending programs until Dec. 8. In an interview with Fox News Sunday, Jordan, a Republican, appeared to cast blame for the debt ceiling hike on party leaders including Ryan, saying they had not provided any “good options” to Trump before he struck a deal with Democrats. “In this situation, he wasn’t presented with good options,” said Jordan, co-founder and former chairman of the House Freedom Caucus, the most conservative group in the House. “No one is talking about changing the leadership,” Jordan told Fox. He said a Washington Post story last week that reported that conservatives had met with Ryan to express their dismay about the debt ceiling increase was “hardly news,” because the lawmakers meet with Ryan every week. Rebellious conservatives pushed out Republican John Boehner, Ryan’s predecessor, as speaker in 2015. The new plan also authorized spending $15.25 billion in emergency disaster relief for the victims of hurricanes Harvey and Irma. Ninety House Republicans, including many members of the Freedom Caucus, voted against the measure, which Trump has now signed into law. Conservatives have long called for coupling spending reforms with any measures that raise the U.S. debt ceiling. But the deal did the opposite, raising the ceiling and paying for hurricane relief without spending cuts elsewhere. Republican leaders had urged an 18-month extension of the debt ceiling, but Trump accepted the three-month extension proposed by Democrats. Jordan said he believed Trump has the same vision and focus as the Freedom Caucus, which was to represent people who felt they had been forgotten by officials in Washington. If conservative options are presented to the president, “I’m confident when that happens, he will pick those options that are conservative,” Jordan said.",1,Real
"WATCH: Trump Supporter Admits What ‘Make America Great Again’ Means To Her, And It’s Vile The reason why many conservatives support Donald Trump is because they literally think he will erase the last 60 years of American history.After the third and final debate on Wednesday night, Face The Nation host John Dickerson sat down with a group of Nevada voters at a restaurant and talked to them about the candidates.But when he talked to a woman named Barbara, you could the hypocrisy, ignorance, and bigotry in her eyes as she let her crazy flag fly for all to hear and see.Barbara told the CBS host that she is voting for Trump because she believes in morality and values. Now, many of you probably laughed out loud when you read that because the last thing the Republican nominee represents is morality and values. Trump s words about groping women, his nods and winks to white supremacists, the multiple sexual assault allegations against him, the tapes of him hitting on underage girls, and all of the nasty remarks he has made about just about every group in America completely disqualifies him from having any claim to being the moral candidate.And Barbara demonstrated that by openly revealing herself as an anti-gay bigot because she thinks Trump will take the nation back to a time when homosexuals were persecuted and women s reproductive rights were controlled exclusively by men, a time she claims the founding fathers approved of. Based on what the country was based on, I think that the laws that Obama has passed, the way the country has I call it down turning. Some of the other people are proud of it and happy for it. I personally am against it, the homosexuals, the abortions. All the stuff, I am against. Dickerson then asked her a follow-up question for clarification. When Donald Trump says Make American Great Again, is that what you hear? That it s going to go back to before the time that you re now describing? That s part of it, Barbara answered.Oh, and Barbara is, of course, a religious nut. She needs prayer, Barbara said about Hillary Clinton. The country always needs prayer. Apparently, Barbara and Trump supporters like her think oppressing women and gay people is morally right in this country which makes it a complete travesty that her vote counts as much as a sane person s vote.Here s the video via YouTube.And Trump supporters wonder why everyone is mocking them.Featured Image: Screenshot",0,Fake
"Trump's high court pick vows independence, says he is no 'rubber stamp' WASHINGTON - U.S. Supreme Court nominee Neil Gorsuch on Tuesday pledged independence from President Donald Trump, bristled at his criticism of the judiciary and said not even the president is above the law amid Democratic concerns he would be beholden to the man who selected him. Answering questions from senators during a more than 11-hour session on the second day of his Senate Judiciary Committee confirmation hearing, Gorsuch said Trump never asked him to overturn the 1973 Supreme Court ruling legalizing abortion nationwide, saying if the Republican president had done so, “I would have walked out the door.” Trump promised during last year’s presidential campaign to appoint an anti-abortion justice who would overturn the landmark Roe v. Wade ruling, which many conservatives want reversed. If confirmed by the Senate as expected to fill a 13-month-old vacancy, Gorsuch would restore the nine-seat court's conservative majority at a time when Republicans control Congress and the White House. But the conservative federal appeals court judge from Colorado repeatedly said he was beyond politics. “When I became a judge, they gave me a gavel not a rubber stamp,” Gorsuch said. “I am my own man,” he added. Trump has assailed the judiciary both as a candidate and since taking office on Jan. 20. He condemned federal judges who put on hold his two executive orders to ban the entry into the United States of people from several Muslim-majority countries, calling one a “so-called judge” and suggesting that blame for a future terrorist attack should go to the courts. “When anyone criticizes the honesty or integrity or the motives of a federal judge, well I find that disheartening, I find that demoralizing, because I know the truth,” Gorsuch said. When Democratic Senator Richard Blumenthal asked if that included Trump, Gorsuch said, “Anyone is anyone.” Gorsuch previously made similar remarks in private to senators including Blumenthal, but Trump at the time accused Blumenthal of misrepresenting Gorsuch’s comments. Trump indicated in a speech on Tuesday night that his approach was unlikely to change. “The courts are not helping us, to be honest, it’s ridiculous. Somebody said I should not criticize judges, OK, I’ll criticize judges,” he said. Gorsuch’s steady, measured performance during the marathon session, marked by a few moments of indignation under Democratic questioning, indicated he was on track for confirmation. Democrats probed Gorsuch on whether he would be willing to hold Trump accountable. Asked by Senator Patrick Leahy whether a president has the power to violate a law on surveillance of Americans, Gorsuch said, “Nobody is above the law in this country, and that includes the president of the United States.” Republican Senator Lindsey Graham said if Trump resumes the use of waterboarding, a prohibited form of simulated drowning, on detainees, he “may get impeached.” Gorsuch said he would not speculate on whether Trump could be prosecuted if he authorized waterboarding, but repeated, “No man is above the law.” Republicans have praised Gorsuch, 49, as highly qualified for a lifetime appointment as a justice. Democrats, who have slim chances of blocking his nomination, have questioned his suitability, with some portraying him as favoring corporate interests and insufficiently independent from Trump. Chuck Grassley, the panel’s Republican chairman, asked Gorsuch “whether you’d have any trouble ruling against a president who appointed you.” “That’s a softball, Mr. Chairman,” Gorsuch said. “I have no difficulty ruling against or for any party, other than based on what the law and facts in the particular case require. And I’m heartened by the support I have received from people who recognize that there’s no such thing as a Republican judge or a Democratic judge. We just have judges in this country.” “I have offered no promises on how I’d rule in any case to anyone. And I don’t think it’s appropriate for a judge to do so, no matter who’s doing the asking,” Gorsuch added. Gorsuch refused to offer his opinion of Trump’s travel ban, saying it was an ongoing case. When Leahy brought up a Republican lawmaker’s suggestion that Gorsuch would uphold Trump’s ban, the nominee said, “A lot of people say a lot of silly things” and that lawmaker “has no idea how I’d rule.” Gorsuch said rulings should be based on the law and not politics, adding, “A good judge doesn’t give a whit about politics or the political implications of his or her decision.” Democratic Senator Sheldon Whitehouse pressed Gorsuch to call for the anonymous financial backers behind the Judicial Crisis Network conservative legal advocacy group’s $10 million campaign supporting his nomination to identify themselves, but the nominee refused, saying he would not engage in politics. But Gorsuch added, “Nobody speaks for me.” The seat Gorsuch was nominated to fill has been vacant since the February 2016 death of conservative justice Antonin Scalia. Some Democrats have said Republicans “stole” a Supreme Court seat last year when the Senate refused to consider former Democratic President Barack Obama’s nominee to replace Scalia, appellate judge Merrick Garland. Questioned by Leahy, Gorsuch called Garland an “outstanding judge,” but refused to answer whether Obama’s nominee had been treated fairly by Senate Republicans. Gorsuch said Supreme Court precedents deserve respect, even as he sidestepped answering whether he thought a series of contentious cases from the past had been decided correctly, including Roe v. Wade and cases on gun rights, political spending, religious rights and the ruling tipping the 2000 presidential election to Republican George W. Bush. Gorsuch did say that the issue of gay marriage, which the Supreme Court legalized in 2015, was “absolutely settled law.” Senate Democratic leader Chuck Schumer told reporters Gorsuch looked like “he’s playing dodge ball,” saying the nominee “has bent over backwards to avoid revealing anything.” The confirmation hearing resumes on Wednesday morning and is scheduled to last through Thursday. Grassley has said the committee is likely to vote on Gorsuch’s nomination on April 3. Senate Majority Leader Mitch McConnell said the full Senate would vote on confirming Gorsuch before lawmakers’ mid-April recess.",1,Real
"China Openly MOCKS Trump By Turning Him Into A Rooster, And It’s HILARIOUS It s not looking as though relations between Donald Trump and China are going to get better any time soon. Not only has Trump been crushing relations every which way with the nation since the start of his campaign, but now it looks as though China is letting us know what they think of him.To help ring in the Chinese New Year, and with 2017 being the Year of the Rooster, China s Shanxi province has turned Trump into a giant rooster.The giant Trump Rooster statue features a rooster that looks startlingly like the president-elect. It has his infamous hair, angry scowl on its face, and even has the same hand gestures.Check the statue out here:#TrumpRooster welcomes #ChineseNewYear in Taiyuan, N China's Shanxi province pic.twitter.com/UHA7iAi7DX People's Daily,China December 27, 2016Here s a closer look:TwitterTwitterTwitterTwitterYou know with Trump s rather fragile ego that this statue will undoubtedly piss him off, and we ll probably be hearing about it soon via the president-elect s medium of choice Twitter.Or, he ll see it as a tribute to himself and turn the whole thing around to mean that China sees this as the year of Trump, and who knows, maybe they do.Meanwhile the rest of us can look at it and laugh, because, well, it s pretty damn hilarious.Featured image via Twitter",0,Fake
"Trump National Security Adviser Seriously Violated Federal Law; Should Be BANNED From Office One of the most controversial figures in the upcoming Trump administration is General Michael T. Flynn, who s been slated to serve as Trump s national security adviser. Flynn, it seems, shared classified information.Flynn, like Donald Trump, seems to have an itchy trigger finger when it comes to computers. Last month, Flynn retweeted a fake news link that accused Hillary Clinton of engaging money laundering and sex crimes out of a D.C. pizza joint. Of course, this later became known as Pizzagate, and even prompted an armed gunman to storm the pizza place, but it s a Trump world now, so that s all normal, right?Image via Wayback MachineJust four years ago, Flynn presented his staff with a how to dress for success presentation that advised both men and women how to dress. It s as bad as you d imagine. While he encourages men to dress to exhibit authority, the women have much different criteria. Women are to dress to look attractive, but not too attractive. Not gaudy but not plain. Women need to wear makeup, but not too much makeup. They should accentuate the positive/disguise the negative. The most serious of Flynn s foibles, though, is a revelation that he shared classified information with foreign military officers in Afghanistan. The investigation took place in 2010, and it was determined that while he did inappropriately share classified information, there was no actual or potential damage to national security. We don t have the details, because, well, they were classified, but for a national security adviser, this is more than troubling.Hillary Clinton was defeated in part because Trump and Republicans made an email scandal that wasn t into a national security issue. Trump, amidst cries of drain the swamp, intermingled with lock her up, promised a scandal-free presidency. Instead, we are getting far worse than more of the same. Flynn should be disqualified, today.Featured image via Spencer Platt/Getty Images.",0,Fake
"Trump’s Brilliant Solution To Opioid Crisis: Just Tell Youth ‘No Good, Really Bad For You’ The current occupant of the White House has been quiet about his campaign promise to combat the opioid crisis which has swept across the United States. Then he held an ego-rally in West Virginia, one of the states hit hardest by the opioid epidemic. You have a big problem in West Virginia, and we are going to solve that problem, Trump told his supporters Thursday night at the rally. He said this in Huntington, West Virginia, in which the city and its surrounding area is estimated by the mayor to have one in 10 residents addicted to opioids.Finally, Trump stepped up to address this devastating issue while he s on his 17-day vacation at his luxury golf club in Bedminster, N.J. Trump unleashed his wisdom on the masses as to how to prevent opioid addiction. He said, Maybe by talking to youth and telling them no good, really bad for you.' Watch:Trump on preventing opioid addiction: ""Maybe by talking to youth and telling them 'no good, really bad for you.'"" NBC News August 8, 2017Well, jinkies, why didn t anyone ever think of that before? This guy is such a brainiac. He should call this the Just say no program and cure the world of drug addiction. Just like that. I mean, who needs Medicaid and access to treatment when you can just tell yourself it s no good then BOOM! You re cured! Even worse, the amateur president was reading from prepared notes and that was the best he could come up with.The commission, headed by New Jersey Gov. Chris Christie, which the former reality show star appointed to study the epidemic, recommended last week that Trump declare a national emergency, however, its report stressed medical solutions, not law enforcement. We must act boldly to stop it, the commission wrote. The opioid epidemic we are facing is unparalleled. So then Trump came up with his brilliant plan to tell addicts that drugs are really bad for you. He said that after threatening to start a nuclear war.Then he basically called for a war on drugs . At the end of 2016, there were 23% fewer federal prosecutions than in 2011, so they looked at this surge and they let it go by, Trump told reporters. We re not letting it go by. Trump just let down his base, particularly in rural, lower-income and working areas which have been devastated by the opioid crisis.Read more:Image via screen capture.",0,Fake
"Trump BANS Campaign Volunteers From Talking About Him FOREVER Campaign volunteers are key to a winning presidential campaign. Unpaid supporters are the most solid of true believers in a politician, and most campaigns would do anything to attract them and get them doing the grunt work that wins elections.Not Donald Trump.His so-called ground game of volunteers in swing states has been slow to catch-up with Hillary Clinton s massive operation that have been working to register voters and get them to the polls since before the primaries began last winter.But another reason Trump is behind the curve may be his own ego. It has come to light that as part of volunteering for Trump s 2016 presidential campaign, volunteers must sign an unusual non-disclosure agreement document that bars them from ever speaking about him:The Enquirer reports that the agreement is a required part of the sign-up process for Trump Red Dialer, an online call system that connects volunteers for the Republican presidential candidate with potential voters, and that a spokesman dodged a question about why they re necessary. We are running a state-of-the-art campaign for Mr. Trump that involves best-in-market volunteer platforms, and it is attracting thousands of volunteers who are tired of the same old Washington corruption and back room deals and are securing votes for a change in November, Trump Ohio spokesman Seth Unger said.The contract specifies that volunteers could face financial damages if they violate the agreement by speaking about Trump. Similar agreements have been discussed before in the campaign, as one was apparently signed by former campaign manager Corey Lewandowski. The extremely expansive terms of the agreement led to him losing a book deal, and he actually could face a major lawsuit as another former campaign staffer did, later settled if he even criticized the campaign as part of his work as a commentator at CNN.ThinkProgress reports that by comparison, the Clinton campaign doesn t require anyone to sign anything before working for the campaign as a phone banker. Sounds like they want to win, instead of stroking the candidate s ego.Featured image via Wikimedia Commons",0,Fake
